4,软组织修复、止血、营养脑神经及口服药物,1,软,物
5,肝,5,肝,肝
5,左肘关节,1,左,节
4,左肘关节松懈术,1,左,术
5,左桡骨远端,1,左,端
4,左桡骨远端内固定物取出术,1,左,术
5,肘关节,1,肘,节
3,急性扁桃腺炎,1,急,炎
5,头颅,6,头,颅
5,右侧顶骨,1,右,骨
5,颅内,2,颅,内
5,右侧顶部头下,1,右,下
1,血肿,2,血,肿
4,开放性颅脑损伤清创缝合术,1,开,术
4,营养脑神经药物,1,营,物
4,质子泵拮抗剂,1,质,剂
5,胆囊,1,胆,囊
5,右肾包膜,1,右,膜
5,右肾,4,右,肾
3,右肾感染,1,右,染
3,右肾周围炎,1,右,炎
5,肝肾,6,肝,肾
2,血糖,14,血,糖
4,止痛及前列腺增生等药物,1,止,物
4,中药,2,中,药
5,尿,4,尿,尿
2,尿糖,1,尿,糖
2,葡萄糖,4,葡,糖
3,泌尿系感染,3,泌,染
5,右侧输尿管,3,右,管
5,左肾,6,左,肾
4,经皮肾镜左肾结石碎石取石术,2,经,术
5,左侧输尿管,3,左,管
4,经输尿管镜左侧输尿管结石碎石取石术,1,经,术
5,右侧甲状腺,1,右,腺
4,右侧甲状腺大部切除术,1,右,术
5,（右）状腺,1,（,腺
1,结节,5,结,节
5,甲状腺,2,甲,腺
1,肿,1,肿,肿
5,心脏,3,心,脏
2,血脂,7,血,脂
5,血,2,血,血
4,甲状腺大部切除术,1,甲,术
5,痰,6,痰,痰
3,急性阑尾炎,1,急,炎
5,阑尾,3,阑,尾
4,阑尾切除术,7,阑,术
1,出血,4,出,血
5,右侧腹股沟,1,右,沟
4,右侧腹股沟斜疝无张力疝修补,1,右,补
4,抗炎药,2,抗,药
5,臀部,1,臀,部
4,臀部脓肿切开引流术,1,臀,术
3,右侧急性附睾炎,1,右,炎
3,包皮过长,2,包,长
4,包皮环切术,3,包,术
4,头孢西丁钠,1,头,钠
4,50%硫酸镁,1,50,镁
4,营养脑神经及修复软组织药物,1,营,物
4,营养神经药物及修复软组织药物,1,营,物
4,软组织修复药物及营养脑细胞药物,1,软,物
4,应用止疼、抗炎、活血化瘀、营养脑神经等药物,1,应,物
3,肺癌晚期,1,肺,期
5,右肺,6,右,肺
3,右肺小细胞癌（广泛期）,1,右,）
5,纵膈淋巴结,1,纵,结
3,纵膈淋巴结转移,1,纵,移
5,左颈部淋巴结,1,左,结
3,左颈部淋巴结转移,1,左,移
5,右锁骨上淋巴结,1,右,结
3,右锁骨上淋巴结转移,1,右,移
5,右肩关节,1,右,节
3,右肩关节转移,1,右,移
5,肋骨,3,肋,骨
3,双侧多发肋骨转移（以第7肋为著）,1,双,）
5,胸椎,1,胸,椎
3,多处胸椎转移,1,多,移
5,右髋关节,1,右,节
3,右髋关节转移,1,右,移
3,肝转移,1,肝,移
3,尿潴留,1,尿,留
5,双下肢,3,双,肢
3,双下肢运动障碍,1,双,碍
4,抗生素、营养支持、止痛及对症药物,1,抗,物
5,腰部,7,腰,部
5,尿道,6,尿,道
5,前列腺,7,前,腺
4,经尿道前列腺激光汽化术,6,经,术
5,膀胱,12,膀,胱
4,膀胱肿瘤汽化术,1,膀,术
4,表柔比星,2,表,星
4,经尿道膀胱结石气压弹道碎石术,1,经,术
4,体位冲击波碎石,1,体,石
4,0.9%氯化钠注射液,3,0.,液
4,注射用头孢替唑钠,1,注,钠
1,胃胀,1,胃,胀
4,马来酸曲美布汀胶囊,1,马,囊
4,体外冲击波碎石,1,体,石
4,降压等药物,1,降,物
5,肾上腺,2,肾,腺
5,左侧肾上腺,1,左,腺
4,抗炎及修复软组织药物,1,抗,物
4,活血止痛药物,3,活,物
4,左侧人工股骨头置换术,1,左,术
5,蛛网膜下腔,3,蛛,腔
5,左髌骨,1,左,骨
4,左髌骨骨折内固定物取出术,1,左,术
4,抗炎补液药物,1,抗,物
4,环形混合痔切除术,1,环,术
5,肛门,1,肛,门
4,经肛门直肠脱垂术,1,经,术
5,直肠,1,直,肠
4,直肠前突修补术,1,直,术
5,腰,1,腰,腰
4,经尿道膀胱结石碎石取石术,1,经,术
4,祛痰药物,3,祛,物
4,膀胱腹壁瘘修补术,1,膀,术
4,膀胱造瘘术,1,膀,术
5,下腹部,2,下,部
4,止疼、活血化瘀、营养神经等药物,1,止,物
3,无痛性血尿（不排除膀胱肿瘤）,1,无,）
3,右肾囊肿,1,右,肿
3,糖尿病,2,糖,病
4,抗生素、降糖、治疗冠心病等药物,1,抗,物
4,抗骨质疏松药物,1,抗,物
5,骶尾部,1,骶,部
1,红肿,3,红,肿
2,压痛,29,压,痛
5,腰围,1,腰,围
4,鹿瓜多肽,4,鹿,肽
4,活血止痛药物腰痛宁,1,活,宁
4,大活络丸,3,大,丸
4,洛索洛芬钠,1,洛,钠
4,缓解肌肉紧张药物,1,缓,物
4,复方氯唑沙宗片,1,复,片
5,腰椎,5,腰,椎
5,双膝,1,双,膝
4,经输尿管镜（软）右肾结石碎石取石术,1,经,术
4,灭菌用水,1,灭,水
1,恶心,3,恶,心
1,呕吐,10,呕,吐
3,组织内见坏死出血,1,组,血
4,软组织修复等药物,1,软,物
3,局灶性血管脂肪瘤,1,局,瘤
4,营养脑细胞及修复软组织药物,1,营,物
4,修复软组织药物,1,修,物
5,硬膜外,5,硬,外
4,坦索罗辛胶囊等药物,1,坦,物
3,前列腺增生  尿潴留,1,前,留
5,右侧阴囊,1,右,囊
5,左侧睾丸,1,左,丸
2,触痛,1,触,痛
5,附睾,1,附,睾
5,右侧睾丸鞘膜,2,右,膜
3,右侧睾丸鞘膜积液,1,右,液
5,胸部,10,胸,部
5,两上肺,1,两,肺
5,两肺,4,两,肺
3,肺气肿,1,肺,肿
4,前列癃闭通片,1,前,片
4,非那雄胺片,1,非,片
3,前列腺增生,1,前,生
4,盐酸苯海索片,1,盐,片
4,利培酮片,1,利,片
4,劳拉西泮片,1,劳,片
3,精神分裂症,1,精,症
4,白蛋白,2,白,白
4,复方氨基酸注射液,1,复,液
4,5%葡萄糖注射液,2,5%,液
4,维生素C注射,1,维,射
4,胰岛素注射液,2,胰,液
4,瑞格列奈片,1,瑞,片
5,左侧阴囊,1,左,囊
4,左侧阴囊脓肿切开引流术,1,左,术
5,包皮,1,包,皮
4,头孢呋新酯,1,头,酯
4,活血化瘀、抗炎、止疼药物,1,活,物
4,活血化瘀药物,6,活,物
5,右侧肾窦,1,右,窦
5,右肾窦,1,右,窦
4,排石颗粒,1,排,粒
1,裂伤,1,裂,伤
3,头皮裂伤,1,头,伤
3,头皮血肿,1,头,肿
3,全身多处软组织伤,2,全,伤
3,头外伤后神经反应,2,头,应
4,降糖药物,1,降,物
4,挫伤处碘伏,1,挫,伏
4,止痛药物,4,止,物
5,双侧精索静脉,2,双,脉
4,双侧精索静脉高位结扎术,1,双,术
4,右侧睾丸鞘膜切除术,1,右,术
5,左侧精索囊肿,1,左,肿
4,左侧精索囊肿切除术,1,左,术
5,左侧腹股沟,1,左,沟
4,左侧腹股沟斜疝无张力修补术,1,左,术
4,左腹股沟斜疝无张力修补术,1,左,术
1,恶心呕吐,1,恶,吐
3,可能与硬膜外麻醉相关,1,可,关
4,镇痛镇静药物,1,镇,物
4,吗啡缓释片,1,吗,片
4,地西泮片,2,地,片
4,生理盐水,4,生,水
3,阑尾慢性炎>伴急性化脓性炎,1,阑,炎
4,经输尿管镜右侧输尿管结石碎石取石术,1,经,术
4,减改善骨质代谢药物,1,减,物
4,调节血压药物,1,调,物
3,高甘油脂血症,1,高,症
4,调节血脂药物,1,调,物
2,窦性心动,1,窦,动
2,房性,1,房,性
5,双肺,72,双,肺
5,腹部,18,腹,部
5,左上腹,1,左,腹
5,胆,1,胆,胆
5,脾,1,脾,脾
5,胰,1,胰,胰
2,胆囊壁,1,胆,壁
2,脾胰,1,脾,胰
2,左心,1,左,心
2,主动脉,1,主,脉
2,三尖瓣,1,三,瓣
2,主动脉瓣,1,主,瓣
2,二尖瓣,1,二,瓣
2,谷丙转氨酶,1,谷,酶
2,谷草转氨酶,1,谷,酶
2,总蛋白,1,总,白
2,甘油三脂,1,甘,脂
2,总胆固醇,1,总,醇
2,尿素,1,尿,素
2,肌酐,1,肌,酐
2,钾,1,钾,钾
5,肺,2,肺,肺
3,慢性阻塞性肺疾病急性加重期,1,慢,期
5,心肺,1,心,肺
3,肺源性心脏病心肺功能失代偿期,1,肺,期
3,心律失常-房性早搏,1,心,搏
3,胃肠功能紊乱,1,胃,乱
4,氨曲南,25,氨,南
4,氨溴索注射液,1,氨,液
4,哆嗦茶碱,1,哆,碱
5,气道,42,气,道
4,健骨、止疼、活血化瘀等药物,1,健,物
5,右膝,1,右,膝
4,止疼、健骨、营养脑神经等药物,1,止,物
5,软组织,2,软,织
5,脑细胞,3,脑,胞
4,活血化瘀等药物,1,活,物
4,脑细胞营养药物,3,脑,物
4,抑酸等药物,1,抑,物
4,抗炎及祛痰药物,1,抗,物
5,右侧第9,10,11肋骨,1,右,骨
5,脑神经,4,脑,经
5,组织,1,组,织
4,促进营养脑神经、组织修复、止痛等对症药物,1,促,物
5,头部,2,头,部
5,肺部,1,肺,部
4,促进骨折愈合、促进组织修复、降糖、降压、止痛药物,1,促,物
5,左上肢肩肘,1,左,肘
4,止疼、营养脑神经、活血化瘀等药物,1,止,物
5,左下肢,3,左,肢
3,左下肢脉管炎,1,左,炎
4,活血及对症药物,1,活,物
5,左胸,1,左,胸
3,左胸、腹部软组织伤,1,左,伤
5,头,1,头,头
3,肝囊肿,1,肝,肿
5,胸,6,胸,胸
4,营养脑神经、促进组织修复、止痛等对症药物,1,营,物
4,给予行左侧输尿管结石碎石取石术,1,给,术
5,皮肾镜左肾,1,皮,肾
5,左输尿管,1,左,管
4,经皮肾镜左肾结石，左输尿管结石碎石取石术,1,经,术
5,左肾造瘘管,1,左,管
5,尿管,1,尿,管
5,左背部皮脂囊肿,1,左,肿
4,左背部皮脂囊肿切除术,1,左,术
4,山莨菪碱,1,山,碱
4,杜冷丁,1,杜,丁
4,黄体酮,1,黄,酮
4,左氧氟沙星,1,左,星
2,体温,5,体,温
2,白细胞数,1,白,数
2,中性粒细胞绝对值,1,中,值
2,淋巴细胞绝对值,1,淋,值
5,咽部,63,咽,部
5,扁桃体,8,扁,体
1,肿大,66,肿,大
2,呼吸音,66,呼,音
2,干湿性啰音,20,干,音
2,反跳痛,1,反,痛
2,肌紧张,1,肌,张
5,双侧肋脊角,1,双,角
1,隆起,1,隆,起
5,右肾区,1,右,区
2,叩击痛,2,叩,痛
1,肿块,2,肿,块
5,左肾区,1,左,区
5,输尿管,1,输,管
5,耻骨上膀胱区,1,耻,区
2,血压,2,血,压
2,心率,1,心,率
2,血氧饱和度,1,血,度
2,呼吸,1,呼,吸
4,赖氨匹林,1,赖,林
4,地塞米松,1,地,松
3,泌尿系感染合并SIRS,1,泌,RS
3,尿脓毒血症,1,尿,症
3,感染性休克早期,1,感,期
4,头孢替唑,11,头,唑
4,头孢哌酮舒巴坦钠,12,头,钠
4,替硝唑,1,替,唑
4,三联抗生素,1,三,素
5,膀胱镜室,1,膀,室
5,静脉,1,静,脉
4,血管活性药物,1,血,物
4,体外碎石,1,体,石
3,左侧急性附睾炎,2,左,炎
4,抗生素及对症药物,2,抗,物
3,双侧精索静脉曲张,1,双,张
4,在局麻下行包皮环切术术,1,在,术
5,左肱骨,1,左,骨
3,左肱骨陈旧性骨折,1,左,折
3,高脂血症,1,高,症
5,左侧胸腔,1,左,腔
5,左背部,1,左,部
4,左侧胸腔闭式引流，左背部清创缝合,1,左,合
5,胸腔,1,胸,腔
5,脓肿,1,脓,肿
4,脓肿切开引流术,1,脓,术
5,左肘部,1,左,部
1,干燥,1,干,燥
1,渗出,1,渗,出
1,咳嗽,52,咳,嗽
1,咳痰,37,咳,痰
1,充血,62,充,血
5,双扁桃体,55,双,体
2,痰鸣音,9,痰,音
2,中性细胞比率,6,中,率
2,中性细胞数,3,中,数
2,淋巴细胞数,1,淋,数
2,血红蛋白,6,血,白
2,平均血红蛋白量,1,平,量
2,血小板,5,血,板
2,C-反应蛋白,4,C-,白
5,支气管,26,支,管
3,急性支气管炎,9,急,炎
4,头孢哌酮舒巴坦钠注射液,2,头,液
4,盐酸氨溴索注射液,4,盐,液
4,蜜炼川贝枇杷膏,5,蜜,膏
4,小儿热速清糖浆,2,小,浆
4,布地奈德,41,布,德
4,沙丁胺醇,9,沙,醇
4,孟鲁司特钠咀嚼片,1,孟,片
1,发热、抽搐,1,发,搐
5,咽峡部,33,咽,部
1,疱疹,39,疱,疹
2,淋巴细胞比率,1,淋,率
3,疱疹性咽峡炎,2,疱,炎
3,热性惊厥,3,热,厥
4,头孢,2,头,孢
4,抗病毒口服液,1,抗,液
4,小儿清咽颗粒,6,小,粒
5,右手拇指,2,右,指
1,狭窄,3,狭,窄
4,2016-8-5；14：20手术室基础+局麻下行右手拇指屈拇肌腱狭窄性腱鞘炎切开松解术,1,20,术
4,抗生素药物,1,抗,物
3,肠系膜淋巴结炎,10,肠,炎
4,孢曲松,1,孢,松
4,临时补液,2,临,液
1,丘疹,1,丘,疹
5,周身,1,周,身
5,胸部正位,1,胸,位
5,呼吸道,2,呼,道
3,急性上呼吸道感染,7,急,染
3,荨麻疹,1,荨,疹
4,头孢替唑注射液,2,头,液
4,复方甘草酸单铵S注射液,1,复,液
4,氯雷他定片,1,氯,片
4,炉甘石洗剂,1,炉,剂
2,中小水泡音,11,中,音
3,支气管肺炎,25,支,炎
4,头孢哌酮,3,头,酮
4,炎琥宁,33,炎,宁
1,抽搐,4,抽,搐
5,手足,1,手,足
5,双眼,2,双,眼
5,大小便,2,大,便
5,脐,2,脐,脐
4,维生素C,2,维,谻
4,地西泮,1,地,泮
1,脓苔,8,脓,苔
5,沿肺纹理间隙,1,沿,隙
5,两下肺,2,两,肺
4,盐酸丙卡特罗,1,盐,罗
4,肺宁颗粒,2,肺,粒
3,急性化脓性扁桃体炎,8,急,炎
5,全身皮肤,1,全,肤
3,幼儿急疹,1,幼,疹
3,热性惊厥？,1,热,？
4,蓝芩口服液,2,蓝,液
2,咽后壁,7,咽,壁
4,盐酸氨溴索,6,盐,索
4,清宣止咳,1,清,咳
3,肺炎,7,肺,炎
4,肺力咳合剂,1,肺,剂
4,布地奈德雾,1,布,雾
4,氨溴特罗,3,氨,罗
4,鲜竹沥口服液,1,鲜,液
1,流涕,5,流,涕
5,口唇,1,口,唇
2,中等量喘鸣音,1,中,音
3,毛细支气管炎,1,毛,炎
4,氨溴索,10,氨,索
4,复方鲜竹沥,7,复,沥
4,孟鲁斯特咀嚼片,4,孟,片
4,感冒清热颗粒,6,感,粒
1,尿频,1,尿,频
1,尿痛,1,尿,痛
3,尿道炎,1,尿,炎
4,八正合剂利湿通淋,1,八,淋
2,湿性啰音,3,湿,音
4,头孢替唑钠,1,头,钠
4,炎琥宁抗感染,1,炎,染
4,复方鲜竹沥液,6,复,液
4,小儿肺热咳喘颗粒,3,小,粒
4,阿奇霉素注射液,2,阿,液
4,吉他霉素,2,吉,素
4,氨溴特罗口服液,4,氨,液
4,鲨甘醇片,1,鲨,片
4,维生素B4片,1,维,片
1,肥大,1,肥,大
4,阿奇霉素,13,阿,素
2,淋巴细胞,4,淋,胞
2,血红蛋白量,1,血,量
4,头孢曲松钠注射液,1,头,液
4,蒲地蓝口服液,1,蒲,液
4,奥司他韦,2,奥,韦
5,左肺,3,左,肺
3,左肺肺炎,3,左,炎
4,金莲花,1,金,花
4,头孢呋辛,2,头,辛
5,脐周,6,脐,周
3,多发淋巴结,1,多,结
4,复方鲜竹沥止,1,复,止
4,孟鲁斯特,1,孟,特
1,鼻塞,2,鼻,塞
4,盐酸氨溴索口服液,1,盐,液
2,叩诊清音,3,叩,音
2,中性细胞,3,中,胞
5,肝脏,1,肝,脏
3,脂肪肝（轻度）,1,脂,）
3,轻度脂肪肝,1,轻,肝
4,克林霉素,1,克,素
4,氨曲南注射液,4,氨,液
4,连花清瘟胶囊,1,连,囊
4,清咽利喉颗粒,1,清,粒
3,急性扁桃体炎,3,急,炎
5,舌下及颈部淋巴结,1,舌,结
3,急性淋巴结炎,2,急,炎
5,双下肺,1,双,肺
4,喜炎平液,1,喜,液
1,轻咳,3,轻,咳
5,右下腹肠,1,右,肠
4,喜炎平,1,喜,平
4,苯丙哌林,2,苯,林
2,鼾鸣音,1,鼾,音
4,川贝枇杷膏,1,川,膏
2,喘鸣音,4,喘,音
3,喘息性支气管炎,1,喘,炎
4,盐酸丙卡特罗口服液,1,盐,液
4,桑菊感冒清热颗粒,2,桑,粒
4,养阴清肺,1,养,肺
2,干鸣音,2,干,音
4,头孢唑啉钠注射液,1,头,液
4,布洛芬混悬液,1,布,液
3,急性喉-支气管炎,1,急,炎
3,抽搐待查,1,抽,查
4,苯丙哌林口服液,1,苯,液
4,丙卡特罗,1,丙,罗
5,二便,1,二,便
4,盐酸苯丙哌林口服液,1,盐,液
3,喘息性支气管肺炎,1,喘,炎
1,流涎,1,流,涎
5,咽峡部、上颚、舌体,1,咽,体
3,疱疹性口腔炎,1,疱,炎
4,口服奥司他韦颗粒,1,口,粒
4,布地奈德、沙丁胺醇,1,布,醇
4,氨溴特罗、复方鲜竹沥,1,氨,沥
5,咽,4,咽,咽
5,上呼吸道,1,上,道
5,眼结膜,1,眼,膜
5,躯干及臀部,1,躯,部
3,川崎病,1,川,病
4,口服清宣止咳颗粒,1,口,粒
5,双手，双足,1,双,足
3,故诊断热性惊厥明确,1,故,确
4,小儿清咽,1,小,咽
4,调节胃肠道药物及止咳药物,1,调,物
5,面颊部,2,面,部
5,淋巴结,2,淋,结
3,右肺肺炎,2,右,炎
4,头孢哌酮注射液,1,头,液
4,小儿百部止咳糖 浆,1,小,浆
4,头孢哌酮钠注射液,1,头,液
4,川贝清肺,1,川,肺
4,利巴韦林雾化,1,利,化
4,盐酸氨溴索葡萄糖注射液,1,盐,液
5,双手,1,双,手
5,四肢,1,四,肢
4,炎琥宁注射液,2,炎,液
5,双扁桃,1,双,桃
4,阿奇霉素干混悬剂,1,阿,剂
4,蒲公英,1,蒲,英
5,上额部,1,上,部
5,眼眶,1,眼,眶
5,鼻窦,2,鼻,窦
4,清热解毒口服液,1,清,液
4,鼻渊通窍,1,鼻,窍
4,川贝蜜炼,1,川,炼
3,支气管炎,1,支,炎
4,阿司匹林,3,阿,林
4,阿托伐他汀,6,阿,汀
4,非洛地平,3,非,平
4,依那普利,3,依,利
4,奥扎格雷,2,奥,雷
4,依达拉奉,3,依,奉
5,右侧肢体,1,右,体
5,右侧上下肢,1,右,肢
2,肌力,4,肌,力
3,脑梗死,3,脑,死
3,高血压病3级极高危,2,高,危
4,阿司匹林肠溶片,1,阿,片
4,疏血通,1,疏,通
4,奥扎格雷钠,2,奥,钠
4,0.9%氯化钠,4,0.,钠
1,心悸,2,心,悸
3,心因反应可诊断,1,心,断
4,银杏达莫注射液,1,银,液
4,脑蛋白水解物,1,脑,物
4,泮托拉唑抑酸,2,泮,酸
3,心力衰竭 心功能Ⅳ级,1,心,级
4,螺内酯,1,螺,酯
4,呋塞米,1,呋,米
3,腔隙性脑梗死,1,腔,死
3,脑出血后遗症,1,脑,症
3,慢性胃炎,1,慢,炎
3,心律失常-频发房早,1,心,早
4,拜阿司匹林,1,拜,林
4,丹红注射液,2,丹,液
4,泮托拉唑,1,泮,唑
4,20%甘露醇,2,20,醇
4,地塞米松注射液,1,地,液
4,甲钴胺,1,甲,胺
5,左侧肢体,2,左,体
2,肌张力,1,肌,力
5,心界,1,心,界
3,冠心病-心律失常-心房纤颤、心力衰竭-心功能Ⅲ级,1,冠,级
2,啰音,1,啰,音
3,电解质紊乱-高钾、高钠、高氯血症,1,电,症
4,口服药物,1,口,物
4,胸腔穿刺术,1,胸,术
3,高血压病3级极高危组成立,1,高,立
3,Ⅲ度房室传导阻滞,1,Ⅲ,滞
3,心脏起搏器术后成立,1,心,立
5,小便,1,小,便
3,前列腺增生成立,1,前,立
5,阿托伐他汀稳定斑块,1,阿,块
4,依那普利降压,1,依,压
4,疏血通注射液,1,疏,液
4,加地塞米松注射液,1,加,液
4,用骨肽,1,用,肽
4,甲钴胺注射液,1,甲,液
5,左侧上下肢,1,左,肢
3,高血压病3级极高危组,1,高,组
2,湿罗音,1,湿,音
4,司匹林,1,司,林
4,硝苯地平缓释片,1,硝,片
4,奥扎格雷钠降纤,1,奥,纤
4,物硝苯地平缓释片,1,物,片
4,血脂康胶囊,1,血,囊
